Meeting ID,Minister,Role,Department,Start Date,End Date,Organisation,Representative,Reason,Hopspitality?,Original File,Original Row
1132,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,News International,,Leveson Implementation,0,212371_comeetingsjanmar.csv,50
1133,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Sir Ian Byatt,,Thames Tunnel,0,212371_comeetingsjanmar.csv,51
1133,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Blaiklock Associates,,Thames Tunnel,0,212371_comeetingsjanmar.csv,51
1134,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Local Government Association,,Local Government Issues,0,212371_comeetingsjanmar.csv,52
1135,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Paul Dacre,,Leveson Implementation,0,212371_comeetingsjanmar.csv,53
1135,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Daily Mail,,Leveson Implementation,0,212371_comeetingsjanmar.csv,53
1135,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Peter Wright,,Leveson Implementation,0,212371_comeetingsjanmar.csv,53
1135,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Associated,,Leveson Implementation,0,212371_comeetingsjanmar.csv,53
1136,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Murdoch MacLennan,,Leveson Implementation,0,212371_comeetingsjanmar.csv,54
1136,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Telegraph,,Leveson Implementation,0,212371_comeetingsjanmar.csv,54
1136,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Lord Guy Black,,Leveson Implementation,0,212371_comeetingsjanmar.csv,54
1136,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Telegraph,,Leveson Implementation,0,212371_comeetingsjanmar.csv,54
1137,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,British Telecom,,Broadband,0,212371_comeetingsjanmar.csv,55
1138,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Nick Robinson,,Leveson Enquiry and Progress of Government and Public Service Welfare Policy,0,212371_comeetingsjanmar.csv,56
1138,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,BBC,,Leveson Enquiry and Progress of Government and Public Service Welfare Policy,0,212371_comeetingsjanmar.csv,56
1139,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Peter Wright,,Leveson Implementation,0,212371_comeetingsjanmar.csv,57
1139,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Associated,,Leveson Implementation,0,212371_comeetingsjanmar.csv,57
1139,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Trinity Mirror,,Leveson Implementation,0,212371_comeetingsjanmar.csv,57
1139,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Newspaper Society,,Leveson Implementation,0,212371_comeetingsjanmar.csv,57
1140,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Trinity Mirror,,Leveson Implementation,0,212371_comeetingsjanmar.csv,58
1140,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2013,02-2013,Newspaper Society,,Leveson Implementation,0,212371_comeetingsjanmar.csv,58
1141,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Hacked Off,,Leveson Implementation,0,212371_comeetingsjanmar.csv,59
1142,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Hacked Off,,Leveson Implementation,0,212371_comeetingsjanmar.csv,60
1143,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Financial Times,,General discussion,0,212371_comeetingsjanmar.csv,61
1144,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Hacked Off,,Leveson Implementation,0,212371_comeetingsjanmar.csv,62
1145,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Association of British Insurers,,Flood Insurance,0,212371_comeetingsjanmar.csv,63
1146,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Cass Sunstein,,Deregulation,0,212371_comeetingsjanmar.csv,64
1147,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Green Alliance,,Climate Change,0,212371_comeetingsjanmar.csv,65
1147,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Greenpeace,,Climate Change,0,212371_comeetingsjanmar.csv,65
1148,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2013,03-2013,Association of British Insurers,,Flood Insurance,0,212371_comeetingsjanmar.csv,66
1149,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Young Foundation,,NCS,0,212371_comeetingsjanmar.csv,67
1150,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Big Society Capital,,Social Investment,0,212371_comeetingsjanmar.csv,68
1151,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,NCS IMB,,NCS,0,212371_comeetingsjanmar.csv,69
1152,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,NCVO,,Big Society Policy,0,212371_comeetingsjanmar.csv,70
1153,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,TryLife,,Big Society Policy,0,212371_comeetingsjanmar.csv,71
1154,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,The Big Give,,Big Society Policy,0,212371_comeetingsjanmar.csv,72
1155,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,United Nations Special Rapporteur,,Big Society Policy,0,212371_comeetingsjanmar.csv,73
1156,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Collaborate,,Big Society Policy,0,212371_comeetingsjanmar.csv,74
1157,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,RSA,,Big Society Policy,0,212371_comeetingsjanmar.csv,75
1158,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Charities Aid Foundation,,Big Society Policy,0,212371_comeetingsjanmar.csv,76
1159,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Telefonica,,Big Society Policy,0,212371_comeetingsjanmar.csv,77
1160,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Respublica,,Big Society Policy,0,212371_comeetingsjanmar.csv,78
1161,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Big Society Network,,Big Society Policy,0,212371_comeetingsjanmar.csv,79
1162,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Join in,,Big Society Policy,0,212371_comeetingsjanmar.csv,80
1162,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,LOCOG,,Big Society Policy,0,212371_comeetingsjanmar.csv,80
1163,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Good Business,,Big Society Policy,0,212371_comeetingsjanmar.csv,81
1164,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Legacy10,,Big Society Policy,0,212371_comeetingsjanmar.csv,82
1165,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Compact Voice,,Big Society Policy,0,212371_comeetingsjanmar.csv,83
1166,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Community Development Foundation,,Big Society Policy,0,212371_comeetingsjanmar.csv,84
1166,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,the Community Foundation Network,,Big Society Policy,0,212371_comeetingsjanmar.csv,84
1167,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,01-2013,01-2013,Clore Social Leadership,,Big Society Policy,0,212371_comeetingsjanmar.csv,85
1168,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,City Health Care Partnership CIC,,Mutuals,0,212371_comeetingsjanmar.csv,86
1168,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,SEQOL,,Mutuals,0,212371_comeetingsjanmar.csv,86
1169,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Future for Youth Foundation,,Big Society Policy,0,212371_comeetingsjanmar.csv,87
1170,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Business in the Community,,Big Society Policy,0,212371_comeetingsjanmar.csv,88
1171,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Global Radio,,Big Society Policy,0,212371_comeetingsjanmar.csv,89
1172,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,The Lord Mayor,,Big Society Policy,0,212371_comeetingsjanmar.csv,90
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Roundtable with: Age UK,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,RSPCA,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,RNIB,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,NSPCC,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Scout Association,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Macmillan,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1173,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,British Heart Foundation,,Big Society Policy,0,212371_comeetingsjanmar.csv,91
1174,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Social Enterprise UK,,Big Society Policy,0,212371_comeetingsjanmar.csv,92
1174,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Big Society Capital,,Big Society Policy,0,212371_comeetingsjanmar.csv,92
1175,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Public Chairs Forum,,Public Bodies,0,212371_comeetingsjanmar.csv,93
1176,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Social Finance,,Big Society Policy,0,212371_comeetingsjanmar.csv,94
1177,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,London Community Foundation,,Big Society Policy,0,212371_comeetingsjanmar.csv,95
1178,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Knowsley Council,,Youth Service Mutuals,0,212371_comeetingsjanmar.csv,96
1178,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Royal Borough of Kensington,,Youth Service Mutuals,0,212371_comeetingsjanmar.csv,96
1178,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Chelsea,,Youth Service Mutuals,0,212371_comeetingsjanmar.csv,96
1178,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,London Borough of Lambeth,,Youth Service Mutuals,0,212371_comeetingsjanmar.csv,96
1179,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Educational Endowment Foundation,,Big Society Policy,0,212371_comeetingsjanmar.csv,97
1180,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,Serco,,Big Society Policy,0,212371_comeetingsjanmar.csv,98
1181,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,02-2013,02-2013,NCS IMB,,NCS,0,212371_comeetingsjanmar.csv,99
1182,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Incorporated Church Building Society,,Big Society Policy,0,212371_comeetingsjanmar.csv,100
1182,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,National Churches Trust,,Big Society Policy,0,212371_comeetingsjanmar.csv,100
1183,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,National Council for Voluntary Youth Services,,Big Society Policy,0,212371_comeetingsjanmar.csv,101
1184,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Join in,,Big Society Policy,0,212371_comeetingsjanmar.csv,102
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Roundtable with: Catch 22,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,St Giles Trust,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,CLINKS,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Turning Point,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,NACRO,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,CRI,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,CDG,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,3SC,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Serco,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,G4S,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Sodexo Justice Services,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,A4e,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Capita,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,London Probation Trust,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Kent Probation Trust,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Essex Probation Trust,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Leicestershire,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Rutland Probation Trust,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Mutual Ventures,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Social Purpose Business Partners,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Bridges Ventures,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Social Finance,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1185,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Big Society Capital,,Transforming Rehabilitation agenda,0,212371_comeetingsjanmar.csv,103
1186,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Social,,Social Investment,0,212371_comeetingsjanmar.csv,104
1186,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Sustainable Capital,,Social Investment,0,212371_comeetingsjanmar.csv,104
1187,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Go ON UK,,Digital Inclusion,0,212371_comeetingsjanmar.csv,105
1188,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,NCS IMB,,NCS,0,212371_comeetingsjanmar.csv,106
1189,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,The Eden Project,,Big Society Policy,0,212371_comeetingsjanmar.csv,107
1190,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,WPP,,Big Society Policy,0,212371_comeetingsjanmar.csv,108
1191,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Action for Children,,Big Society Policy,0,212371_comeetingsjanmar.csv,109
1192,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Andrew Mawson Partnerships,,Big Society Policy,0,212371_comeetingsjanmar.csv,110
1193,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Your Square Mile,,Big Society Policy,0,212371_comeetingsjanmar.csv,111
1194,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Alzheimers Society,,Big Society Policy,0,212371_comeetingsjanmar.csv,112
1195,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Big Society Capital,,Big Society Policy,0,212371_comeetingsjanmar.csv,113
1196,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Roundtable with US service learning delegation:City Year,,Big Society Policy,0,212371_comeetingsjanmar.csv,114
1196,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,The Corporation for National,,Big Society Policy,0,212371_comeetingsjanmar.csv,114
1196,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Community Service,,Big Society Policy,0,212371_comeetingsjanmar.csv,114
1196,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Civic Enterprises,,Big Society Policy,0,212371_comeetingsjanmar.csv,114
1196,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Voices for National Service,,Big Society Policy,0,212371_comeetingsjanmar.csv,114
1197,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Dreamgirls charity group,,Big Society Policy,0,212371_comeetingsjanmar.csv,115
1198,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Crime Reduction Initiatives,,Big Society Policy,0,212371_comeetingsjanmar.csv,116
1199,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Greater London Authority,,Big Society Policy,0,212371_comeetingsjanmar.csv,117
1200,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Just Giving,,Big Society Policy,0,212371_comeetingsjanmar.csv,118
1201,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Social Finance,,Social Investment,0,212371_comeetingsjanmar.csv,119
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Roundtable with: NSPCC,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Macmillan,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Age UK,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,St Johns ambulance,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,RSPCA,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Scouts,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,RNLI,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,BHF,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,RNIB,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,First Direct,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,National Grid,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Zurich,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Fujitsu Services Limited,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Lloyds Banking Group,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Blue Rubicon,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Sainsburys,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,BT,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Deloitte,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,E.ON,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Waitrose,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,KPMG,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,CSV,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,NCVO,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,NSPCC,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,BITC,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1202,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Charity Next,,Big Society Policy,0,212371_comeetingsjanmar.csv,120
1203,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Charity Retail Association,,Big Society Policy,0,212371_comeetingsjanmar.csv,121
1204,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Clore Social Leadership,,Big Society Policy,0,212371_comeetingsjanmar.csv,122
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Roundtable with: Community Development Foundation,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Community Development Finance Association,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Locality,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Big Lottery Fund,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Locality,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Heritage Lottery Fund,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Local Government Association,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Community Foundation Network,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Big Society Capital,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Homes,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Communities Agency,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,TPAS,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Plunkett Foundation,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Social Enterprise UK,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Social Investment Business,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Co-operatives UK,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1205,"Parliamentary Secretary , Nick Hurd MP",,Cabinet Office,03-2013,03-2013,Royal Town Planning Institute,,Community Programmes,0,212371_comeetingsjanmar.csv,123
1206,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,The Daily Telegraph,,General discussion,0,212371_comeetingsjanmar.csv,124
1207,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,The Electoral Commission,,Electoral Policy,0,212371_comeetingsjanmar.csv,125
1208,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,The Orange Order,,Discussion on the Succession to the Crown Bill,0,212371_comeetingsjanmar.csv,126
