Meeting ID,Minister,Role,Department,Start Date,End Date,Organization,Representative,Reason,Hospitality?
1,Steve Webb MP,,Department for Work and Pensions,2012-05,2012-05,BAE Systems,,Defined Ambition,0
2,Rt Hon Philip Hammond MP,Minister of State (Minister for Employment),Department for Work and Pensions,2010-09,2010-09,BAE Systems,,Enterprise Forum rountable discussion on the labour market,0
3,Rt Hon Philip Hammond MP,Secretary of State for Defence,Ministry of Defence,2012-12-12,2012-12-12,BAE Systems,,Drinks reception,1
4,Rt Hon Philip Hammond MP,Secretary of State for Defence,Ministry of Defence,2012-11,2012-11,BAE Systems,,Update from BAE,0
5,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-10,2012-10,BAE Systems,,Routine Meeting,0
6,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-10,2012-10,BAE Systems,,Routine Meeting,0
7,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-10,2012-10,BAE Systems,,Routine Meeting,0
8,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-10,2012-10,BAE Systems,,Routine Meeting,0
9,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-11,2012-11,BAE Systems,,Routine Meeting,0
10,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-11,2012-11,BAE Systems,,Routine Meeting,0
11,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-11,2012-11,BAE Systems,,Routine Meeting,0
12,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-11,2012-11,BAE Systems,,Routine Meeting,0
13,Mr Bernard Gray,Chief of Defence Material,Ministry of Defence,2012-12,2012-12,BAE Systems,,Routine Meeting,0
14,Sir Stephen Dalton,,Ministry of Defence,2012-11,2012-11,BAE Systems,,Routine Meeting,0
15,Sir Stephen Dalton,,Ministry of Defence,2012-11,2012-11,BAE Systems,,Routine Meeting,0
16,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-10,2012-10,BAE Systems,,Terms of Business Agreement meeting,0
17,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-10,2012-10,BAE Systems,,Portfolio Meeting,0
18,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-10,2012-10,BAE Systems,,"Submarines,Routine Meeting",0
19,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-10,2012-10,BAE Systems,,Portfolio Meeting,0
20,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-11,2012-11,Babcock,,Alliance Management Board,0
20,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-11,2012-11,BAE Systems,,Alliance Management Board,0
21,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-11,2012-11,BAE Systems,,Maritime Composite Option Meeting,0
22,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,BAE Systems,,Portfolio Meeting,0
23,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,BAE Systems,,Maritime Composite Option Meeting,0
24,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,BAE Systems,,Maritime Composite Option Meeting,0
25,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,Babcock,,Submarine Enterprise Sponsor Board,0
25,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,Rolls Royce,,Submarine Enterprise Sponsor Board,0
25,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,BAE Systems,,Submarine Enterprise Sponsor Board,0
26,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,BAE Systems,,Maritime Composite Option Meeting,0
27,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-12,2012-12,BAE Systems,,Maritime Composite Option Meeting,0
28,Simon Bollom AM,DES CofM Air-COM Air,Ministry of Defence,2012-10,2012-10,BAE Systems,,Portfolio Meeting,0
29,Simon Bollom AM,DES CofM Air-COM Air,Ministry of Defence,2012-10,2012-10,BAE Systems,,Portfolio Meeting,0
30,Simon Bollom AM,DES CofM Air-COM Air,Ministry of Defence,2012-12,2012-12,BAE Systems,,Portfolio Meeting,0
31,Kim Darroch,,Cabinet Office,2012-10,2012-10,BAE Systems,,Government business,0
32,Kim Darroch,,Cabinet Office,2012-10,2012-10,BAE Systems,,Government business,0
33,Kim Darroch,,Cabinet Office,2012-10,2012-10,BAE Systems,,Government business,0
34,Kim Darroch,,Cabinet Office,2012-11,2012-11,BAE Systems,,Government business,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Rio Tinto,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,BAE Systems,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,BP,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,BAT,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Diageo,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Shell,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Unilever,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
35,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Vodafone,,Annual meeting of the Multi National Chairmen's Group to discuss business issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Asda,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Associated British Foods,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Atos,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Babcock,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,BAE Systems,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Balfour Beatty,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Bank of England,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Boeing,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,BP,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,British Airways,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,British Bankers' Association,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,British Chambers of Commerce,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,BT,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Business Services Association,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,CapGemini,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Carillion,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,CBI,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Centrica,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Dell,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Diageo,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,EDF Energy,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,EEF,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Finmeccanica UK,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,FSB,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,General Dynamics UK,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,GKN,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Glaxosmithkline,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Home Retail Group,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,HP UK,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,IBM,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,J Sainsbury,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Jaguar Land Rover,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Kingfisher,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Lockheed Martin UK,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Marks and Spencer,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,MBDA UK,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Raytheon UK,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Rolls Royce,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Serco,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Shell,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Statoil,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Tata Group,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Tesco plc,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Thales,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,Vodafone,,To discuss supply chain issues,0
36,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-10,2012-10,WPP Group,,To discuss supply chain issues,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,AMEC,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,BAE Systems,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Balfour Beatty,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,BP,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Brunswick,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Carillion,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Foster & Partners,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,HSBC,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Imperial College London,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,KPMG,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,MBDA,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Rolls Royce,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Serco,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Shell,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Standard Chartered Bank,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,BBG Abu Dhabi,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,BBG Dubai,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Etihad Rail,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,National Bank of Abu Dhabi,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Abu Dhabi Securities Exchange,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Abu Dhabi National Oil Company,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Thani Holdings,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Meydan City Corporation,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Easa Saleh Al Gurg Group,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Bin Hamoodah Holding,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,MASDAR,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,DP World,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,ALDAR Properties,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Baynuna Group Company,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Taqa,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Abu Dhabi Chamber of Commerce & Industry,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Sharjah Chamber of Commerce & Industry,,Commercial Relations,0
37,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Dubai Chamber of Commerce & Industry,,Commercial Relations,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Climate Change Capital,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,CBI,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Dyson,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Airbus,Thomas Enders,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Thomas Cook,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,TalkTalk,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,J Sainsbury,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Centrica,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,BAE Systems,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,BT,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Sony,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Tata Sons,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Prudential,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,FSB,,Business Advisory Group Meeting,0
38,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-11,2012-11,Glaxosmithkline,,Business Advisory Group Meeting,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Asda,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Associated British Foods,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Atos,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Babcock,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,BAE Systems,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Balfour Beatty,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Bank of England,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Boeing,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,British Airways,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,British Bankers' Association,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,British Chambers of Commerce,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,BT,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Business Services Association,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,CapGemini,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Carillion,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,CBI,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Centrica,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Dell,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Diageo,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,EDF Energy,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,EEF,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Finmeccanica UK,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,FSB,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,General Dynamics UK,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,GKN,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Glaxosmithkline,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Home Retail Group,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,HP UK,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,IMB,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,J Sainsbury,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Jaguar Land Rover,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Kingfisher,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Lockheed Martin UK,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Marks and Spencer,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,MBDA UK,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Raytheon UK,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Rolls Royce,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Serco,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Shell,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Statoil,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Tata Group,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Tesco plc,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Thales,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,Vodafone,,Business Policy,0
39,Rt Hon Oliver Letwin MP,,Cabinet Office,2012-10,2012-10,WPP Group,,Business Policy,0
40,Rt Hon Andrew Mitchell MP,Secretary of State for International Development,Department for International Development,2011-11,2011-11,BAE Systems,,Afghanistan,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,CBI,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,National Grid,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,INEOS Group,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,Port of London Authority,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,Siemens,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,Interserve,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,BAE Systems,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,BT,,Pension deficit,0
41,Steve Webb MP,Minister for Pensions,Department for Work and Pensions,2013-02,2013-02,British Airways,,Pension deficit,0
42,Kim Darroch,,Cabinet Office,2013-03,2013-03,BAE Systems,,Foreign Policy Issues,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Monsoon and Accessorize,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,DLA Piper,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Solent India Business Network,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Oxford Business Group,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Atkins,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,West Nottinghamshire College,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Tata Consultancy Services (TCS) UK,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Polaris Financial Technology,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Lloyd's,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Virgin Atlantic,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Wadaro,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Pi Capital,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,UK Export Finance,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Cobham,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Mitra,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Transport for London,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Pathfinder Health,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BP,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Wellcome Trust,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Brit Health Care,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Confederation of British Industry,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,The Clinical Trial Company Ltd,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Deloitte,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Debenhams,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,TPP,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
